customerid,tenure,monthlycharges,totalcharges,contract,paymentmethod,churn,gender,seniorcitizen,partner,dependents,internetservice,source
6345-HOVES,34,25.05,852.7,Month-to-month,Bank transfer (automatic),0,Male,0,No,No,DSL,kaggle
8318-LCNBW,35,53.15,1930.9,One year,Credit card (automatic),0,Male,0,Yes,No,DSL,kaggle
6469-QJKZW,4,20.15,91.4,Month-to-month,Electronic check,0,Female,0,Yes,No,No,kaggle
0147-ESWWR,39,101.25,3949.15,Month-to-month,Electronic check,0,Female,1,Yes,No,Fiber optic,kaggle
1217-VASWC,43,100.55,4304.0,One year,Bank transfer (automatic),0,Male,1,Yes,No,Fiber optic,kaggle
7812-FZHPE,17,24.1,409.9,Month-to-month,Mailed check,1,Female,0,Yes,Yes,No,kaggle
6370-ZVHDV,61,25.3,1554.9,Two year,Bank transfer (automatic),0,Female,0,Yes,No,No,kaggle
5915-DGNVC,49,71.8,3472.05,One year,Electronic check,0,Female,0,Yes,No,DSL,kaggle
6260-XLACS,4,19.7,117.8,One year,Mailed check,0,Male,0,No,No,No,kaggle
3566-CAAYU,64,49.85,3210.35,Two year,Electronic check,0,Female,0,Yes,Yes,DSL,kaggle
4983-CCWMC,3,69.6,207.4,Month-to-month,Mailed check,0,Male,0,No,No,Fiber optic,kaggle
9103-CXVOK,1,19.75,19.75,Month-to-month,Electronic check,0,Male,0,Yes,Yes,No,kaggle
2896-TBNBE,40,80.8,3132.75,One year,Electronic check,0,Male,0,Yes,No,Fiber optic,kaggle
4797-AXPXK,1,60.0,60.0,Month-to-month,Electronic check,1,Female,0,No,Yes,DSL,kaggle
5229-PRWKT,8,86.55,649.65,Month-to-month,Electronic check,1,Male,0,No,No,Fiber optic,kaggle
6982-UQZLY,1,20.85,20.85,Month-to-month,Mailed check,1,Female,1,Yes,No,No,kaggle
2522-WLNSF,34,64.2,2106.3,One year,Bank transfer (automatic),0,Female,1,Yes,No,DSL,kaggle
3841-CONLJ,1,35.0,35.0,Month-to-month,Electronic check,0,Female,0,Yes,No,DSL,kaggle
5057-LCOUI,39,50.75,2011.4,Month-to-month,Electronic check,1,Female,0,No,No,DSL,kaggle
0193-ESZXP,58,105.5,6205.5,One year,Credit card (automatic),1,Female,1,Yes,No,Fiber optic,kaggle
4475-NVTLU,45,19.2,903.7,Two year,Electronic check,0,Male,0,Yes,Yes,No,kaggle
4369-HTUIF,6,85.15,503.6,Month-to-month,Bank transfer (automatic),1,Male,1,No,No,Fiber optic,kaggle
9386-LDCZR,43,90.65,3882.3,One year,Credit card (automatic),0,Male,0,No,No,Fiber optic,kaggle
9585-KKMFD,41,20.0,879.8,Two year,Mailed check,0,Male,0,Yes,Yes,No,kaggle
5399-ZIMKF,5,74.65,383.65,Month-to-month,Electronic check,0,Male,0,No,No,Fiber optic,kaggle
0336-KXKFK,72,61.2,4390.25,Two year,Credit card (automatic),0,Male,0,No,No,DSL,kaggle
5619-XZZKR,4,19.95,68.2,One year,Mailed check,0,Male,0,No,No,No,kaggle
3948-FVVRP,9,54.8,452.8,Month-to-month,Mailed check,0,Male,0,Yes,Yes,DSL,kaggle
5327-XOKKY,72,73.45,5329.0,Two year,Credit card (automatic),0,Male,1,Yes,No,DSL,kaggle
0983-TATYJ,33,51.45,1758.9,One year,Mailed check,0,Female,0,Yes,No,DSL,kaggle
1813-JYWTO,72,80.45,5737.6,Two year,Bank transfer (automatic),0,Female,0,Yes,No,Fiber optic,kaggle
0156-FVPTA,22,54.2,1152.7,Month-to-month,Electronic check,1,Male,0,Yes,No,DSL,kaggle
1984-FCOWB,70,109.5,7674.55,One year,Electronic check,1,Female,0,Yes,No,Fiber optic,kaggle
0654-HMSHN,21,104.4,2157.95,Month-to-month,Electronic check,1,Male,0,Yes,Yes,Fiber optic,kaggle
6719-OXYBR,15,85.3,1219.85,Month-to-month,Electronic check,0,Male,0,No,No,Fiber optic,kaggle
3312-ZWLGF,29,79.3,2414.55,Month-to-month,Electronic check,0,Male,1,Yes,No,Fiber optic,kaggle
6476-YHMGA,15,76.5,1155.6,Month-to-month,Bank transfer (automatic),0,Female,0,Yes,Yes,DSL,kaggle
5287-QWLKY,71,105.1,7548.1,Month-to-month,Credit card (automatic),1,Male,1,Yes,Yes,Fiber optic,kaggle
0795-XCCTE,72,25.4,1809.35,Two year,Bank transfer (automatic),0,Male,1,No,No,No,kaggle
0168-XZKBB,19,86.85,1564.4,Month-to-month,Electronic check,0,Female,0,Yes,No,Fiber optic,kaggle
3785-NRHYR,1,19.65,19.65,Month-to-month,Mailed check,0,Male,0,No,No,No,kaggle
5196-SGOAK,1,75.7,75.7,Month-to-month,Electronic check,1,Female,0,No,No,Fiber optic,kaggle
4537-DKTAL,2,45.55,84.4,Month-to-month,Electronic check,0,Female,0,No,No,DSL,kaggle
7072-MBHEV,11,78.1,864.85,Month-to-month,Credit card (automatic),0,Female,1,Yes,Yes,Fiber optic,kaggle
5602-BVFMK,12,19.3,228.75,One year,Mailed check,0,Female,0,No,No,No,kaggle
6297-NOOPG,70,110.5,7752.05,Two year,Electronic check,0,Female,0,Yes,No,Fiber optic,kaggle
1891-UAWWU,20,90.8,1951.0,Month-to-month,Electronic check,1,Female,1,Yes,No,Fiber optic,kaggle
8204-TIFGJ,23,20.3,470.6,Month-to-month,Bank transfer (automatic),0,Female,0,No,No,No,kaggle
8050-DVOJX,49,81.35,4060.9,Two year,Credit card (automatic),0,Male,1,No,No,DSL,kaggle
6108-OQZDQ,4,97.95,384.5,Month-to-month,Electronic check,1,Female,0,Yes,Yes,Fiber optic,kaggle
0363-QJVFX,32,108.15,3432.9,Month-to-month,Credit card (automatic),1,Male,0,No,No,Fiber optic,kaggle
8903-XEBGX,2,55.3,108.65,Month-to-month,Electronic check,0,Male,0,No,Yes,DSL,kaggle
8169-SAEJD,69,56.55,3952.65,Two year,Credit card (automatic),0,Male,1,Yes,No,DSL,kaggle
9840-DVNDC,6,80.5,463.05,Month-to-month,Credit card (automatic),1,Male,0,No,No,Fiber optic,kaggle
1089-XZWHH,24,19.7,494.05,Two year,Mailed check,0,Female,0,Yes,Yes,No,kaggle
2325-WINES,32,104.05,3416.85,One year,Credit card (automatic),0,Female,0,No,No,Fiber optic,kaggle
6064-ZATLR,27,52.85,1498.65,Two year,Bank transfer (automatic),0,Female,0,No,No,DSL,kaggle
3096-JRDSO,27,104.3,2867.75,Month-to-month,Bank transfer (automatic),1,Female,1,Yes,No,Fiber optic,kaggle
7824-PANSQ,58,80.65,4807.35,Month-to-month,Bank transfer (automatic),0,Male,0,No,No,Fiber optic,kaggle
8042-JVNFH,1,71.35,71.35,Month-to-month,Mailed check,1,Male,0,No,No,Fiber optic,kaggle
9648-BCHKM,18,24.65,471.35,Two year,Credit card (automatic),0,Female,0,Yes,Yes,No,kaggle
2888-ADFAO,47,21.3,1041.8,Two year,Bank transfer (automatic),0,Female,0,Yes,Yes,No,kaggle
8707-HOEDG,70,110.2,7689.8,Two year,Electronic check,0,Female,0,Yes,Yes,Fiber optic,kaggle
3374-LXDEV,13,89.4,1132.35,Month-to-month,Electronic check,1,Female,0,No,No,Fiber optic,kaggle
4072-IPYLT,36,51.05,1815.0,Month-to-month,Credit card (automatic),0,Female,0,Yes,Yes,DSL,kaggle
7167-PCEYD,67,19.8,1311.3,Two year,Mailed check,0,Male,0,No,No,No,kaggle
4936-YPJNK,10,19.9,199.45,Month-to-month,Mailed check,0,Female,0,No,No,No,kaggle
1580-BMCMR,19,87.3,1637.3,Month-to-month,Electronic check,0,Male,1,No,No,Fiber optic,kaggle
4817-KEQSP,71,19.85,1326.35,Two year,Bank transfer (automatic),0,Female,0,Yes,Yes,No,kaggle
6408-WHTEF,72,89.4,6376.55,Two year,Mailed check,0,Male,0,Yes,Yes,DSL,kaggle
9251-AWQGT,48,20.0,935.9,Two year,Mailed check,0,Female,0,Yes,Yes,No,kaggle
8749-CLJXC,1,20.05,20.05,Month-to-month,Mailed check,0,Male,0,No,No,No,kaggle
7989-VCQOH,18,83.25,1611.15,Month-to-month,Electronic check,0,Male,0,Yes,Yes,DSL,kaggle
5049-GLYVG,1,20.6,20.6,Month-to-month,Mailed check,1,Male,0,No,No,No,kaggle
4199-QHJNM,67,102.9,6989.7,Two year,Bank transfer (automatic),0,Male,1,Yes,No,Fiber optic,kaggle
8882-TLVRW,69,39.1,2779.5,Two year,Mailed check,0,Male,0,Yes,Yes,DSL,kaggle
5883-GTGVD,19,99.95,1931.75,Month-to-month,Electronic check,1,Male,0,No,No,Fiber optic,kaggle
5135-GRQJV,72,114.5,8331.95,Two year,Mailed check,0,Male,1,Yes,No,Fiber optic,kaggle
2384-OVPSA,38,20.2,735.9,Two year,Mailed check,0,Female,1,No,No,No,kaggle
1371-WEPDS,40,55.8,2283.3,One year,Electronic check,0,Male,1,Yes,No,DSL,kaggle
3580-GICBM,61,24.2,1445.2,Two year,Mailed check,0,Female,0,Yes,Yes,No,kaggle
4817-QRJSX,10,81.0,818.05,Month-to-month,Credit card (automatic),1,Female,0,No,No,Fiber optic,kaggle
9730-DRTMJ,32,72.8,2333.05,One year,Credit card (automatic),0,Male,0,Yes,No,DSL,kaggle
4686-UXDML,21,99.85,1992.55,Month-to-month,Credit card (automatic),0,Female,0,No,No,Fiber optic,kaggle
3349-ANQNH,59,99.5,5890.0,One year,Electronic check,0,Female,1,No,No,Fiber optic,kaggle
2398-YPMUR,13,70.15,916.75,Month-to-month,Electronic check,1,Female,1,Yes,No,Fiber optic,kaggle
0932-YIXYU,47,20.25,1029.8,Two year,Credit card (automatic),0,Female,0,No,No,No,kaggle
7480-SPLEF,69,26.0,1796.55,Two year,Bank transfer (automatic),0,Male,0,Yes,Yes,No,kaggle
7636-XUHWW,2,19.9,33.7,Month-to-month,Credit card (automatic),0,Male,0,No,No,No,kaggle
1431-CYWMH,22,19.05,454.05,Month-to-month,Bank transfer (automatic),0,Female,0,Yes,Yes,No,kaggle
5937-EORGB,15,96.5,1392.25,Month-to-month,Electronic check,0,Male,1,Yes,No,Fiber optic,kaggle
6349-JDHQP,53,19.85,1049.6,Two year,Credit card (automatic),0,Female,0,No,No,No,kaggle
5539-HIVAK,28,25.7,734.6,Month-to-month,Mailed check,0,Female,1,Yes,No,No,kaggle
5847-MXBEO,22,20.3,475.1,One year,Mailed check,0,Male,0,No,No,No,kaggle
9985-MWVIX,1,70.15,70.15,Month-to-month,Mailed check,1,Female,0,No,No,Fiber optic,kaggle
4583-PARNH,16,91.55,1540.05,Month-to-month,Electronic check,0,Male,1,Yes,No,Fiber optic,kaggle
1116-FRYVH,48,39.4,1978.65,Two year,Mailed check,0,Female,0,Yes,Yes,DSL,kaggle
1421-HCERK,30,105.7,3181.8,Month-to-month,Bank transfer (automatic),0,Male,1,Yes,No,Fiber optic,kaggle
9633-XQABV,3,70.25,229.7,Month-to-month,Electronic check,0,Female,0,No,No,Fiber optic,kaggle
0716-BQNDX,57,93.75,5625.55,Two year,Electronic check,0,Male,1,No,No,Fiber optic,kaggle
1265-XTECC,68,96.55,6581.9,One year,Credit card (automatic),1,Female,1,Yes,No,Fiber optic,kaggle
1183-CANVH,23,60.0,1347.15,One year,Bank transfer (automatic),0,Female,0,Yes,No,DSL,kaggle
1972-XMUWV,65,59.8,3808.2,Two year,Credit card (automatic),0,Female,0,Yes,No,DSL,kaggle
8679-LZBMD,44,90.65,3974.15,One year,Bank transfer (automatic),0,Male,0,Yes,No,Fiber optic,kaggle
3407-JMJQQ,71,109.0,7661.8,Two year,Bank transfer (automatic),0,Female,0,Yes,Yes,Fiber optic,kaggle
6252-DFGTK,37,68.1,2479.25,One year,Credit card (automatic),0,Female,0,Yes,No,DSL,kaggle
1539-LNKHM,12,20.4,266.6,Month-to-month,Mailed check,0,Female,0,No,No,No,kaggle
8645-KOMJQ,69,81.95,5601.4,Two year,Bank transfer (automatic),0,Male,0,Yes,Yes,DSL,kaggle
0289-IVARM,35,60.55,1982.6,Month-to-month,Electronic check,0,Female,0,No,No,DSL,kaggle
9761-XUJWD,5,65.6,339.9,Month-to-month,Bank transfer (automatic),0,Male,0,No,No,DSL,kaggle
4057-FKCZK,58,82.5,4828.05,Two year,Bank transfer (automatic),0,Male,0,Yes,Yes,Fiber optic,kaggle
4291-TPNFG,72,82.3,5980.55,Two year,Bank transfer (automatic),0,Male,0,Yes,No,DSL,kaggle
6087-YPWHO,72,68.15,4808.7,Two year,Mailed check,0,Male,0,Yes,No,DSL,kaggle
3090-QFUVD,1,20.3,20.3,Month-to-month,Credit card (automatic),0,Female,0,No,No,No,kaggle
2237-ZFSMY,39,95.55,3692.85,One year,Electronic check,1,Female,0,No,No,Fiber optic,kaggle
1722-LDZJS,53,20.2,1068.15,One year,Credit card (automatic),0,Male,0,Yes,Yes,No,kaggle
1818-ESQMW,27,89.2,2383.6,Month-to-month,Electronic check,0,Female,0,No,No,Fiber optic,kaggle
4871-JTKJF,1,69.65,69.65,Month-to-month,Electronic check,1,Female,1,No,No,Fiber optic,kaggle
1415-YFWLT,1,89.3,89.3,Month-to-month,Electronic check,1,Female,1,No,No,Fiber optic,kaggle
7401-RUBNK,18,74.8,1438.05,Month-to-month,Electronic check,0,Female,0,Yes,No,Fiber optic,kaggle
0506-YLVKJ,46,20.2,917.45,Two year,Mailed check,0,Male,0,Yes,Yes,No,kaggle
8661-BOYNW,72,84.4,6096.45,Two year,Credit card (automatic),0,Female,0,Yes,No,DSL,kaggle
6711-VTNRE,36,87.55,3078.1,Month-to-month,Electronic check,1,Female,0,No,No,Fiber optic,kaggle
4815-GBTCD,4,25.15,99.95,Month-to-month,Electronic check,0,Female,0,Yes,No,DSL,kaggle
2805-AUFQN,25,19.8,475.2,Two year,Credit card (automatic),0,Female,0,No,No,No,kaggle
0980-PVMRC,40,50.85,2036.55,Month-to-month,Electronic check,0,Female,0,Yes,Yes,DSL,kaggle
7233-DRTRF,63,102.4,6444.05,Month-to-month,Electronic check,0,Male,0,Yes,No,Fiber optic,kaggle
3500-RMZLT,15,96.3,1426.75,Month-to-month,Mailed check,1,Female,1,No,No,Fiber optic,kaggle
3873-NFTGI,14,55.5,767.55,Month-to-month,Credit card (automatic),0,Male,0,No,No,DSL,kaggle
1162-ECVII,72,109.75,7932.5,Two year,Bank transfer (automatic),0,Male,1,Yes,No,Fiber optic,kaggle
7048-GXDAY,39,106.4,4040.65,Month-to-month,Electronic check,0,Male,0,No,No,Fiber optic,kaggle
8571-ZCMCX,47,60.0,2768.65,Two year,Credit card (automatic),0,Female,0,Yes,Yes,DSL,kaggle
1169-WCVAK,19,88.8,1672.35,Month-to-month,Credit card (automatic),0,Male,0,Yes,No,Fiber optic,kaggle
4548-SDBKE,5,85.2,474.8,Month-to-month,Electronic check,1,Female,0,No,No,Fiber optic,kaggle
8066-POXGX,13,35.1,446.1,Month-to-month,Electronic check,1,Female,0,No,No,DSL,kaggle
7129-CAKJW,17,80.05,1345.65,Month-to-month,Bank transfer (automatic),0,Female,0,No,No,Fiber optic,kaggle
8695-ARGXZ,34,75.55,2425.4,Month-to-month,Electronic check,0,Male,1,Yes,No,Fiber optic,kaggle
3570-YUEKJ,42,49.55,2077.95,Month-to-month,Electronic check,0,Female,0,No,No,DSL,kaggle
4143-OOBWZ,5,81.3,416.3,Month-to-month,Electronic check,1,Male,0,Yes,No,Fiber optic,kaggle
1555-HAPSU,71,23.9,1663.5,Two year,Credit card (automatic),0,Female,0,Yes,Yes,No,kaggle
1697-NVVGY,19,66.4,1286.05,Month-to-month,Bank transfer (automatic),0,Male,1,Yes,No,DSL,kaggle
7854-EKTJL,2,19.6,35.85,Month-to-month,Electronic check,1,Female,0,No,Yes,No,kaggle
8464-EETCQ,57,18.8,1094.35,Two year,Credit card (automatic),0,Male,0,No,No,No,kaggle
2419-FSORS,72,108.4,7719.5,Two year,Electronic check,0,Male,0,Yes,No,Fiber optic,kaggle
8132-YPVBX,6,85.95,514.6,Month-to-month,Mailed check,0,Female,0,No,No,Fiber optic,kaggle
9102-IAYHT,17,85.45,1451.6,Month-to-month,Electronic check,1,Female,0,Yes,Yes,Fiber optic,kaggle
6754-LZUKA,61,80.9,4932.5,Two year,Bank transfer (automatic),0,Male,0,Yes,No,DSL,kaggle
3422-LYEPQ,1,71.0,71.0,Month-to-month,Electronic check,1,Male,0,Yes,Yes,Fiber optic,kaggle
8099-MZPUJ,48,111.8,5443.65,Two year,Credit card (automatic),0,Male,0,Yes,Yes,Fiber optic,kaggle
0787-LHDYT,16,20.6,330.25,Month-to-month,Credit card (automatic),0,Male,0,No,No,No,kaggle
2642-DTVCO,9,85.05,746.5,Month-to-month,Electronic check,1,Male,1,No,No,Fiber optic,kaggle
0374-IOEGQ,3,44.6,122.7,Month-to-month,Electronic check,0,Female,0,No,No,DSL,kaggle
4361-JEIVL,1,44.4,44.4,Month-to-month,Electronic check,1,Male,0,No,Yes,DSL,kaggle
3197-NNYNB,65,105.1,6631.85,Two year,Credit card (automatic),0,Male,0,No,No,Fiber optic,kaggle
3396-DKDEL,70,115.15,8250.0,Two year,Credit card (automatic),0,Female,0,Yes,Yes,Fiber optic,kaggle
1752-OZXFY,60,59.8,3561.15,One year,Mailed check,0,Male,0,Yes,No,DSL,kaggle
9066-QRSDU,69,26.3,1763.55,One year,Electronic check,0,Female,0,Yes,No,No,kaggle
9112-WSNPU,35,70.55,2419.0,Month-to-month,Electronic check,0,Female,1,No,No,Fiber optic,kaggle
9867-NNXLC,22,20.05,470.2,Month-to-month,Mailed check,0,Female,0,No,No,No,kaggle
5321-NTRKC,66,79.85,5234.95,Two year,Bank transfer (automatic),0,Male,0,Yes,Yes,DSL,kaggle
1363-TXLSL,1,70.3,70.3,Month-to-month,Electronic check,1,Male,1,Yes,No,Fiber optic,kaggle
9507-EXLTT,1,79.35,79.35,Month-to-month,Bank transfer (automatic),1,Female,0,Yes,No,Fiber optic,kaggle
3161-GETRM,34,90.05,3097.0,Month-to-month,Credit card (automatic),0,Male,0,Yes,Yes,Fiber optic,kaggle
0402-OAMEN,72,24.45,1709.1,Two year,Bank transfer (automatic),0,Female,0,Yes,Yes,No,kaggle
6933-VLYFX,31,59.95,1848.8,One year,Electronic check,0,Male,0,Yes,Yes,DSL,kaggle
6754-WKSHP,30,25.35,723.3,One year,Bank transfer (automatic),0,Male,0,No,Yes,No,kaggle
9846-GKXAS,9,90.8,809.75,Month-to-month,Bank transfer (automatic),1,Female,0,No,No,Fiber optic,kaggle
6017-PPLPX,20,70.45,1470.95,Month-to-month,Electronic check,1,Male,0,Yes,Yes,Fiber optic,kaggle
4976-LNFVV,19,34.3,577.15,Month-to-month,Credit card (automatic),0,Male,1,Yes,No,DSL,kaggle
5055-MGMGF,65,105.05,6914.95,Month-to-month,Electronic check,0,Female,0,Yes,No,Fiber optic,kaggle
4641-FROLU,30,19.3,602.9,Two year,Mailed check,0,Female,0,Yes,Yes,No,kaggle
2862-JVEOY,6,19.15,124.4,One year,Mailed check,0,Male,0,No,No,No,kaggle
2969-QWUBZ,2,51.4,96.8,Month-to-month,Electronic check,0,Female,0,No,No,DSL,kaggle
9822-BIIGN,53,71.85,3827.9,Month-to-month,Electronic check,0,Male,0,Yes,Yes,DSL,kaggle
2077-MPJQO,7,75.4,533.05,Month-to-month,Electronic check,0,Male,1,Yes,No,Fiber optic,kaggle
1534-OULXE,61,49.7,2961.4,One year,Bank transfer (automatic),0,Female,0,Yes,Yes,DSL,kaggle
7136-RVDTZ,70,45.25,3264.45,One year,Electronic check,1,Male,1,No,No,DSL,kaggle
2971-SGAFL,13,78.75,995.35,Month-to-month,Electronic check,0,Female,0,No,No,DSL,kaggle
1480-IVEVR,35,81.6,2815.25,One year,Bank transfer (automatic),0,Male,1,Yes,No,Fiber optic,kaggle
2905-KFQUV,2,70.4,154.8,Month-to-month,Credit card (automatic),0,Female,0,Yes,No,Fiber optic,kaggle
4581-SSPWD,3,75.8,246.3,Month-to-month,Electronic check,1,Female,0,No,No,Fiber optic,kaggle
3370-HXOPH,3,76.1,257.6,Month-to-month,Electronic check,0,Female,0,No,No,Fiber optic,kaggle
9391-YZEJW,62,94.0,5757.2,One year,Bank transfer (automatic),0,Female,0,No,No,Fiber optic,kaggle
9958-MEKUC,72,103.95,7517.7,Two year,Credit card (automatic),0,Male,0,Yes,Yes,Fiber optic,kaggle
0281-CNTZX,63,19.95,1234.8,Two year,Bank transfer (automatic),0,Male,0,Yes,No,No,kaggle
6927-WTFIV,20,71.3,1389.2,Month-to-month,Credit card (automatic),1,Male,1,No,No,Fiber optic,kaggle
4118-CEVPF,35,110.8,3836.3,One year,Bank transfer (automatic),0,Female,1,No,No,Fiber optic,kaggle
3398-ZOUAA,21,69.1,1474.75,Month-to-month,Electronic check,1,Male,1,Yes,No,Fiber optic,kaggle
9114-VEPUF,62,96.1,6001.45,One year,Electronic check,0,Male,0,Yes,No,Fiber optic,kaggle
7876-BEUTG,15,48.8,720.1,Month-to-month,Mailed check,0,Female,0,No,No,DSL,kaggle
2338-BQEZT,55,50.55,2832.75,Month-to-month,Credit card (automatic),0,Female,0,No,No,DSL,kaggle
9873-MNDKV,11,44.65,472.25,Month-to-month,Mailed check,0,Female,0,No,No,DSL,kaggle
0378-NHQXU,17,88.25,1460.65,Month-to-month,Electronic check,1,Female,0,Yes,Yes,Fiber optic,kaggle
8241-JUIQO,61,19.45,1336.35,One year,Bank transfer (automatic),0,Female,0,No,No,No,kaggle
2194-IIQOF,71,89.3,6388.65,Two year,Credit card (automatic),0,Female,0,Yes,No,DSL,kaggle
4512-ZUIYL,2,70.0,153.05,Month-to-month,Bank transfer (automatic),1,Female,0,No,No,Fiber optic,kaggle
9631-RXVJM,35,19.25,677.9,Two year,Mailed check,0,Male,0,No,No,No,kaggle
9584-EXCDZ,17,70.5,1165.6,Month-to-month,Bank transfer (automatic),0,Female,0,No,No,Fiber optic,kaggle
7969-AULMZ,21,97.35,2119.5,Month-to-month,Electronic check,1,Female,0,No,No,Fiber optic,kaggle
5093-FEGLU,47,19.65,921.55,Two year,Bank transfer (automatic),0,Female,0,Yes,No,No,kaggle
2621-UDNLU,3,20.85,72.0,Month-to-month,Mailed check,0,Female,0,Yes,No,No,kaggle
7526-IVLYU,3,19.65,68.35,Month-to-month,Mailed check,0,Male,0,No,No,No,kaggle
2428-HYUNX,44,19.35,847.25,Two year,Credit card (automatic),0,Male,1,Yes,No,No,kaggle
9214-EKVXR,1,44.0,44.0,Month-to-month,Mailed check,0,Female,0,No,No,DSL,kaggle
3410-MHHUM,44,94.4,4295.35,One year,Electronic check,0,Female,0,Yes,Yes,Fiber optic,kaggle
0568-ONFPC,5,25.9,135.0,Month-to-month,Bank transfer (automatic),1,Male,0,Yes,Yes,No,kaggle
0733-VUNUW,24,55.65,1400.55,Month-to-month,Bank transfer (automatic),1,Male,0,No,No,DSL,kaggle
4550-EVXNY,1,69.65,69.65,Month-to-month,Electronic check,1,Female,0,No,Yes,Fiber optic,kaggle
2122-YWVYA,18,75.4,1380.4,Month-to-month,Electronic check,0,Female,0,No,No,Fiber optic,kaggle
2968-SSGAA,10,100.6,1060.2,Month-to-month,Electronic check,1,Female,0,No,No,Fiber optic,kaggle
2296-DKZFP,65,71.0,4386.2,Two year,Bank transfer (automatic),0,Female,0,Yes,No,DSL,kaggle
4844-JJWUY,1,86.0,86.0,Month-to-month,Electronic check,1,Female,1,No,No,Fiber optic,kaggle
6777-TGHTM,53,106.95,5785.5,One year,Credit card (automatic),1,Female,0,No,No,Fiber optic,kaggle
8909-BOLNL,3,21.2,52.05,One year,Mailed check,0,Male,0,No,No,No,kaggle
6603-YRDCJ,33,61.05,2018.4,Two year,Mailed check,0,Male,0,Yes,No,DSL,kaggle
3538-WZPHD,3,29.6,79.45,Month-to-month,Electronic check,1,Male,0,No,No,DSL,kaggle
3229-USWAR,34,79.95,2727.3,One year,Bank transfer (automatic),0,Female,0,No,No,DSL,kaggle
2138-VFAPZ,14,19.7,263.65,Two year,Mailed check,0,Female,0,Yes,Yes,No,kaggle
6131-JLWZM,13,20.3,275.4,Month-to-month,Mailed check,0,Female,0,No,No,No,kaggle
4785-QRJHC,46,59.9,2816.65,One year,Bank transfer (automatic),1,Male,1,Yes,No,DSL,kaggle
0269-XFESX,23,24.35,538.5,One year,Mailed check,0,Male,0,Yes,Yes,No,kaggle
1709-EJDOX,47,19.75,948.9,Two year,Mailed check,0,Female,0,Yes,Yes,No,kaggle
4316-XCSLJ,17,50.3,846.8,Month-to-month,Mailed check,0,Male,0,No,Yes,DSL,kaggle
8610-WFCJF,49,95.6,4783.5,Month-to-month,Electronic check,1,Female,0,Yes,Yes,Fiber optic,kaggle
9693-XMUOB,59,50.25,2997.45,Month-to-month,Electronic check,0,Male,1,Yes,No,DSL,kaggle
0383-CLDDA,69,85.35,5897.4,Two year,Credit card (automatic),0,Female,0,No,No,DSL,kaggle
4905-JEFDW,11,41.6,470.6,One year,Electronic check,1,Male,0,No,No,DSL,kaggle
2709-UQGNP,10,51.65,524.5,Month-to-month,Mailed check,0,Male,0,No,No,DSL,kaggle
3549-ZTMNH,12,24.0,269.65,Two year,Bank transfer (automatic),0,Male,0,Yes,Yes,No,kaggle
7881-INRLC,45,100.85,4740.0,Month-to-month,Credit card (automatic),1,Male,0,No,No,Fiber optic,kaggle
8033-ATFAS,39,59.85,2341.5,Month-to-month,Mailed check,0,Female,0,Yes,Yes,DSL,kaggle
1635-NZATJ,71,25.45,1789.65,Two year,Credit card (automatic),0,Male,1,Yes,No,No,kaggle
0562-HKHML,71,23.9,1626.4,Two year,Credit card (automatic),0,Male,0,Yes,Yes,No,kaggle
8277-RVRSV,33,24.15,800.3,One year,Credit card (automatic),0,Female,0,Yes,Yes,No,kaggle
9943-VSZUV,67,75.7,5060.85,Month-to-month,Mailed check,0,Male,1,No,No,Fiber optic,kaggle
0117-LFRMW,37,40.2,1448.8,Month-to-month,Bank transfer (automatic),1,Male,0,Yes,Yes,DSL,kaggle
6172-FECYY,49,84.5,4254.85,Month-to-month,Electronic check,1,Male,0,Yes,Yes,Fiber optic,kaggle
7054-ENNGU,9,50.85,466.6,Month-to-month,Mailed check,0,Female,0,Yes,No,DSL,kaggle
1455-HFBXA,52,91.6,4627.8,Two year,Credit card (automatic),0,Male,0,Yes,No,Fiber optic,kaggle
9402-CXWPL,70,98.9,6838.6,One year,Electronic check,0,Female,0,No,No,Fiber optic,kaggle
1628-BIZYP,1,85.0,85.0,Month-to-month,Electronic check,0,Male,0,No,No,Fiber optic,kaggle
1965-AKTSX,14,78.95,1101.85,Month-to-month,Electronic check,1,Female,1,No,No,Fiber optic,kaggle
0082-LDZUE,1,44.3,44.3,Month-to-month,Mailed check,0,Male,0,No,No,DSL,kaggle
4786-UKSNZ,1,20.2,20.2,Month-to-month,Mailed check,1,Male,0,No,No,No,kaggle
5343-SGUBI,52,80.2,4297.6,One year,Mailed check,0,Female,0,No,No,Fiber optic,kaggle
0856-NAOES,6,60.9,414.1,Month-to-month,Mailed check,0,Male,0,No,No,DSL,kaggle
1976-AZZPJ,7,34.2,256.6,Month-to-month,Mailed check,0,Male,0,Yes,No,DSL,kaggle
7248-VZQLC,47,85.2,3969.35,Month-to-month,Bank transfer (automatic),1,Female,1,No,No,Fiber optic,kaggle
6156-UZDLF,26,87.15,2274.1,One year,Credit card (automatic),0,Female,0,No,No,Fiber optic,kaggle
3099-OONVS,25,54.3,1296.8,Month-to-month,Electronic check,0,Male,0,Yes,Yes,DSL,kaggle
9500-WBGRP,69,19.1,1268.85,Two year,Mailed check,0,Male,0,No,No,No,kaggle
5183-KLYEM,72,112.75,8192.6,Two year,Credit card (automatic),0,Female,0,No,No,Fiber optic,kaggle
5144-PQCDZ,4,19.95,59.25,Month-to-month,Mailed check,0,Male,0,No,No,No,kaggle
